Domicile_code	AU2017_code	AU2017_name	Dom_average_NZDep2023	Dom_average_NZDep2023_score
1689	557200	St Johns Hill	4	959
1690	557300	Lower Aramoho	9	1113
1691	557400	Upper Aramoho	8	1047
1692	557500	Williams Domain	9	1092
1693	557600	Wembley Park	10	1139
1694	557700	Kowhai Park	8	1059
1695	557800	Bastia Hill	4	956
1696	557900	Durie Hill	6	989
1697	558100	Putiki	6	995
1698	558200	Marybank-Gordon Park	4	965
1699	558300	Fordell-Kakatahi	7	1023
1800	558500	Waiouru	7	1008
1801	558600	Mangaweka	7	1027
1802	558700	Hunterville	9	1078
1803	558800	Ratana Community	10	1174
1804	558900	Bulls	7	1012
1806	559210	Moawhango	5	974
1807	559220	Pohonui-Porewa	5	986
1900	559230	Lake Alice	5	981
1809	559240	Koitiata	8	1051
1810	559400	Taihape	9	1074
1901	559500	Marton	8	1049
1812	559700	Kiwitea	5	980
1813	560000	Pohangina	3	938
1814	560200	Ashhurst	3	946
1815	560301	Stoney Creek	3	945
1816	560302	Whakarongo	1	913
1817	560411	Oroua Bridge	5	981
1818	560412	Maewa	1	893
1819	560421	Halcombe	2	925
1820	560422	Tokorangi-Hiwinui	2	923
1821	560710	Feilding North	7	1012
1822	560720	Feilding West	5	982
1823	560730	Feilding Central	8	1053
1824	560740	Feilding East	6	1001
1825	560900	Sanson	6	998
1826	561000	Rongotea	5	978
1827	561100	Tangimoana	7	1025
1828	561200	Himatangi Beach	6	1005
1829	561300	Foxton Beach	8	1034
1830	561410	Rakiraki	2	932
1831	561421	Ohakea	4	966
1832	561422	Oroua Downs-Waitohi	4	956
1902	561500	Moutoa	6	999
1903	561700	Foxton	9	1109
1835	561811	Kairanga	3	938
1836	561812	Longburn	5	980
1837	561813	Massey University	6	995
1838	561820	Linton Military Camp	3	950
1839	561901	Kauwhata	3	936
1840	561902	Turitea	1	902
1841	562100	Milson	5	983
1842	562200	Kelvin Grove	3	946
1843	562310	Takaro	7	1010
1844	562320	Cloverlea	7	1012
1845	562401	Palmerston North Hospital	6	998
1846	562402	Papaeoia	8	1054
1847	562500	Roslyn	9	1087
1848	562600	Terrace End	7	1009
1849	562710	Highbury	10	1142
1850	562720	Westbrook	9	1062
1851	562800	Palmerston North Central	9	1091
1852	562910	Awapuni North	9	1064
1853	562921	Awapuni West	3	937
1854	562922	Awapuni South	4	964
1855	563000	West End	8	1054
1856	563101	Hokowhitu West	6	996
1857	563102	Hokowhitu Lagoon	2	919
1858	563200	Hokowhitu East	5	979
1859	563300	Aokautere	1	890
1860	563500	Shannon	9	1109
1861	563600	Waitarere	7	1007
1862	563701	Waikanae Beach	3	944
1864	563703	Waikanae East	2	928
1904	563704	Peka Peka	1	891
1905	563705	Waikanae Park	2	926
1906	563706	Waikanae West	3	953
1865	563801	Tokomaru	3	944
1866	563802	Opiki	3	947
1867	563920	Kaitawa	1	903
1868	564011	Lake Horowhenua	7	1030
1869	564012	Waiopehu	4	964
1870	564013	Kohitere	6	997
1871	564021	Mangaore-Manakau	5	968
1872	564022	Otaki Forks	3	940
1873	564023	Te Horo	2	920
1874	564210	Levin North	8	1050
1875	564220	Levin West	10	1134
1876	564231	Playford Park	9	1115
1877	564232	Levin South	10	1181
1878	564240	Levin East	9	1064
1879	564400	Otaki	8	1044
1880	564510	Heretaunga	1	912
1881	564520	Trentham South	3	936
1882	564530	Pinehaven	1	913
1907	564601	Moonshine Valley	1	896
1908	564602	Riverstone Terraces	1	891
1884	564800	Glendale	7	1012
1885	564900	Parkway	5	977
1886	565000	Fernlea	7	1012
1887	565100	Arakura	7	1022
1888	565200	Homedale West	7	1020
1889	565300	Homedale East	6	995
1890	565400	Pencarrow	3	938
1891	565601	Pauatahanui	1	895
1892	565602	Endeavour	1	874
1893	565603	Resolution	1	871
1894	565604	Adventure	2	926
1895	565700	Paekakariki Hill	2	935
1896	565901	Paraparaumu Beach North	4	956
1897	565902	Otaihanga	2	926
1898	565903	Paraparaumu Beach South	4	965
1899	566000	Paraparaumu Central	5	975
2000	566101	Raumati Beach	3	950
2001	566102	Raumati South	3	944
2002	566200	Paekakariki	4	958
2004	566302	Maungakotukutuku	1	910
2005	566500	Te Marua	3	936
2006	566610	Akatarawa	1	911
2007	566620	Emerald Hill	4	962
2008	566700	Maoribank	6	996
2009	566800	Clouston Park	6	987
2010	566900	Totara Park	3	950
2011	567000	Ebdentown	7	1014
2012	567100	Upper Hutt Central	8	1050
2013	567200	Maidstone	6	1003
2014	567300	Wallaceville	6	993
2015	567400	Elderslea	6	1000
2016	567500	Poets Block	6	990
2017	567600	Brentwood	7	1013
2018	567700	Trentham North	7	1023
2019	567800	Heretaunga-Silverstream	2	923
2020	567901	Cloustonville	2	933
2021	567902	Mangaroa	1	885
2022	568101	Tawhai	4	961
2023	568102	Holborn	6	1005
2024	568103	Delaney	9	1086
2025	568104	Manuka	3	940
2026	568201	Taita North	10	1128
2027	568202	Taita South	9	1116
2028	568301	Avalon East	9	1063
2029	568302	Naenae North	9	1116
2030	568303	Naenae South	10	1124
2119	568401	Avalon West	6	1001
2120	568402	Boulcott	4	958
2032	568501	Epuni West	6	1003
2033	568502	Epuni East	7	1012
2121	568601	Waterloo West	3	946
2122	568602	Waterloo East	5	973
2035	568701	Waiwhetu North	8	1035
2036	568702	Waiwhetu South	6	994
2037	568800	Gracefield	8	1053
2038	568900	Moera	9	1107
2039	569001	Woburn North	1	901
2040	569002	Woburn South	8	1039
2041	569100	Hutt Central	2	933
2042	569201	Melling	8	1043
2043	569202	Alicetown	4	958
2044	569301	Normandale	1	913
2045	569302	Maungaraki	2	918
2123	569401	Tirohanga	1	892
2124	569402	Belmont	1	893
2047	569500	Kelson	1	904
2048	569600	Haywards-Manor Park	2	932
2049	569800	Korokoro	1	901
2050	569900	Petone Central	6	999
2051	570000	Esplanade	6	994
2052	570100	Wilford	6	987
2053	570300	Eastbourne	1	895
2054	570400	Titahi Bay North	8	1056
2055	570500	Onepoto	6	993
2056	570600	Titahi Bay South	9	1071
2057	570700	Elsdon-Takapuwahia	9	1087
2100	570800	Porirua Central	4	965
2059	570900	Porirua East	10	1140
2101	571000	Ranui Heights	6	988
2061	571100	Cannons Creek North	10	1254
2062	571200	Cannons Creek South	10	1213
2063	571300	Cannons Creek East	10	1200
2064	571400	Waitangirua	10	1236
2129	571501	Papakowhai North	1	913
2130	571502	Papakowhai South	1	875
2066	571600	Ascot Park	9	1071
2067	571800	Pukerua Bay	1	914
2103	571900	Plimmerton	2	920
2104	572000	Mana-Camborne	1	913
2070	572100	Paremata-Postgate	1	913
2071	572200	Discovery	1	904
2073	572500	Tawa South	1	914
2105	572600	Tawa Central	5	973
2075	572701	Linden	7	1012
2076	572702	Greenacres	1	900
2077	572900	Thorndon-Tinakori Road	3	943
2078	573000	Lambton	6	1007
2125	573101	Willis Street-Cambridge Terrace	5	975
2126	573102	Wellington City-Marinas	1	909
2080	573200	Aro Street-Nairn Street	9	1067
2081	573300	Mt Cook-Wallace Street	7	1020
2082	573400	Mt Victoria West	4	961
2106	573511	Glenside North	2	934
2131	573513	Churton Park North	1	890
2132	573514	Churton Park South	1	914
2109	573522	Grenada North	6	988
2110	573523	Grenada Village	1	897
2111	573524	Newlands East	3	942
2127	573525	Takapu	2	915
2128	573526	Horokiwi	1	911
2085	573600	Johnsonville North	3	942
2086	573700	Johnsonville Central	5	977
2133	573801	Paparangi West	3	941
2134	573802	Johnsonville East	3	948
2135	573901	Paparangi	2	928
2136	573902	Woodridge	1	904
2137	573903	Newlands North	4	964
2113	574001	Newlands South	3	944
2114	574002	Ngauranga East	1	904
2090	574100	Raroa	3	950
2091	574200	Khandallah Park-Broadmeadows	1	895
2115	574302	Te Kainga	1	901
2116	574303	Ngauranga West	1	904
2117	574304	Rangoon Heights	1	900
2118	574401	Awarua	1	896
2095	574402	Ngaio South	1	891
2096	574500	Kaiwharawhara	1	885
2097	574600	Wadestown	1	896
2138	574701	Crofton Downs	1	892
2139	574702	Wilton	3	945
2140	574703	Northland North	2	920
2099	574800	Karori North	1	900
2200	574900	Karori Park	4	956
2201	575000	Karori East	1	894
2202	575100	Karori South	2	922
2203	575200	Northland	3	939
2204	575300	Kelburn	4	964
2205	575400	Taitville	4	962
2206	575500	Mitchelltown	4	960
2207	575600	Brooklyn	2	924
2329	575701	Vogeltown West	3	941
2330	575702	Vogeltown	2	934
2209	575800	Kingston-Mornington	3	950
2300	575901	Brooklyn South	3	938
2301	575902	Happy Valley-Owhiro Bay	3	946
2211	576001	Island Bay West	2	929
2212	576002	Island Bay East	2	920
2213	576100	Melrose-Houghton Bay-Southgate	2	924
2214	576200	Berhampore West	7	1019
2331	576301	Newtown West	7	1009
2332	576302	Berhampore East	7	1032
2216	576400	Newtown East	8	1038
2217	576500	Adelaide	7	1019
2218	576600	Oriental Bay	3	936
2219	576700	Roseneath	2	928
2220	576800	Hataitai North	2	931
2221	576901	Kilbirnie East	7	1018
2327	576903	Kilbirnie West-Hataitai South	5	981
2328	576904	Evans Bay Marina	5	970
2223	577000	Lyall Bay-Airport-Moa Point	4	968
2333	577101	Seatoun Tunnel West	1	911
2334	577102	Strathmore Park	8	1042
2225	577200	Miramar South	5	972
2335	577301	Miramar North	4	954
2336	577302	Miramar	4	967
2227	577400	Karaka Bay-Worser Bay	1	888
2228	577500	Seatoun	1	883
2337	577601	Maupuia	4	967
2338	577602	Miramar West	9	1062
2302	577700	Makara-Ohariu	1	912
2303	577900	Mangatainoka	6	1000
2304	578000	Pahiatua	8	1036
2233	578100	Eketahuna	9	1080
2234	578200	Nireaha-Tiraumea	6	1000
2235	578301	Homebush-Te Ore Ore	3	949
2236	578302	Opaki-Fernridge	1	909
2237	578401	Kopuaranga	2	932
2238	578402	Whareama	4	954
2239	578600	Masterton Central	9	1072
2240	578700	Masterton West	7	1022
2241	578800	Masterton East	10	1125
2242	578901	Solway North	8	1039
2243	578902	Solway South	6	1005
2244	579000	Ngaumutawa	6	996
2245	579100	Masterton Railway	7	1009
2246	579200	Lansdowne	6	1000
